Epoch TrainLoss ValidLoss TestLoss
54 0.03728797011077404 0.0831615067622129 0.08817419824720937
55 0.037253407701849935 0.08751659170585743 0.08366794860627078
56 0.037639320865273475 0.08389038041709586 0.08484482055506375
57 0.03777941024303436 0.08296726196211704 0.08624924818360352
58 0.037821725830435755 0.08485723580134676 0.0847971996268894
59 0.03697158573071162 0.08516338852016216 0.0850718934796279
60 0.03696913186709086 0.08562776101554961 0.08304998858631411
61 0.038363965650399526 0.08549977945996091 0.08517905890564376
62 0.03806493518253167 0.08644130326648976 0.08292853945418249
63 0.03748992308974266 0.0862757200573353 0.08695602817814561
64 0.037656896407405535 0.08550531516208294 0.08913062871256962
65 0.03767970948417981 0.08190128314209745 0.08565664182924017
66 0.03753273930152257 0.08556598250536208 0.08663765227870096
67 0.03780924294888973 0.08645760997178707 0.08516928671470171
68 0.03721577374637127 0.08464206235998488 0.08379828745994387
69 0.03769403269390265 0.08558800812572875 0.08410131841709342
70 0.03707147878905137 0.08559091143468593 0.08616883161513111
71 0.03755328518648942 0.08714794771785432 0.08501728892892221
72 0.0373567888935407 0.08466693259617115 0.08265313671170911
73 0.037340403695901234 0.08523138208275145 0.08410664812862119
74 0.0377681738336881 0.08287994171235155 0.0860029577360123
75 0.03764324893057346 0.08422895057245772 0.08217460534806494
76 0.03768025294939677 0.08501471511702588 0.0840856828078439
77 0.03771346670389175 0.08520606762551247 0.08544075965315481
78 0.03722425504028797 0.0851099756249088 0.08424629563394981
79 0.037621576155225434 0.0866051788659806 0.08517694723191141
80 0.037712733075022695 0.08466395450399276 0.08497159956376764
81 0.03793613989154498 0.08577716635896805 0.08531606984855253
82 0.0383142141799132 0.08252404166504423 0.0833174023730091
83 0.03725498906771342 0.08609716035425663 0.08330959873863414
84 0.037300573627154034 0.08338422371827542 0.08366808125489875
85 0.037543020581205684 0.08493238053423294 0.0852283260584632
86 0.03763127543528875 0.0866282092050669 0.0860928874227065
87 0.038166757727662724 0.08543164552526271 0.08690156382095965
88 0.03745132460196813 0.08721979881854768 0.08782134938372087
89 0.03775229708850384 0.08378752733164645 0.08567733902342711
90 0.03769893861810366 0.08613979721322973 0.08470652483497994
91 0.03803431707123915 0.08369337525615032 0.08327273717975314
92 0.03764153169095516 0.08465155317111218 0.08635060663653325
93 0.03803567759195964 0.0823770356463625 0.08737502973290938
94 0.03765892122685909 0.08352677599388234 0.08361652870721455
95 0.037441799784700074 0.08787604005254329 0.08445948897566222
96 0.037912943134705224 0.08565663570102225 0.08223172385669962
97 0.03763324001928171 0.08764286382876812 0.07951567718122579
2 0.0512672594388326 0.05098636591054024 0.05176304983375948
3 0.04626743081212044 0.054436673033744734 0.055311475750766226
4 0.04453199583292007 0.061070280387363535 0.060233271150272105
5 0.043794665371378265 0.060312201249155595 0.05978578857228726
6 0.04222846027215322 0.06946545399408391 0.07237728869047345
7 0.04133800313373407 0.06947865820628532 0.06798952459534512
8 0.03928514841695627 0.07318014041223425 0.07471421280805068
9 0.03895050234595934 0.07551300628705228 0.07681385385273379
10 0.03873581467568874 0.07787105449019595 0.07523163995127889
11 0.038863335505127904 0.07902748918438211 0.07791494997807696
12 0.03815474484364192 0.0791950672864914 0.07873541649572458
13 0.03797812682390213 0.08452076579820603 0.08387594509728347
14 0.03751698025067647 0.0808473572214233 0.08339657389287707
15 0.03767721044520537 0.08438996082924782 0.08404236560380912
16 0.037238236223657926 0.08289539905146082 0.08433715659606306
17 0.03784714445968469 0.08584210379643643 0.0850366716615007
18 0.03768178309003512 0.08162397891283035 0.08488370053753068
19 0.03753526733318965 0.08196378939170787 0.08560988250412518
20 0.03766090343395869 0.08467099387594994 0.08393719160481344
21 0.037681453426678974 0.0885533046452923 0.08414703612274761
22 0.03741919670502345 0.08351160922741636 0.08499561396392086
23 0.03738457528750102 0.08644349124044814 0.08404895087963418
24 0.037702359770735105 0.08527558201805074 0.08609409055000619
25 0.03741209539274375 0.08281464034572561 0.08438534647980823
26 0.03725220296780268 0.0862754983629318 0.08287324223525916
27 0.03769859530528386 0.08262234319873313 0.08274749869221373
28 0.03798751749098301 0.08309230905898074 0.08513658611646181
29 0.03791680914660295 0.08369248863705929 0.08468008942053287
30 0.03764189112186432 0.08325412520702849 0.08534792971007432
31 0.03838010273873806 0.08261099596448401 0.08524042141588428
32 0.037871040299534794 0.08360430297065288 0.08837887333540977
33 0.037773066341876986 0.08476269843571997 0.08483697728642935
34 0.037513632227977114 0.08293967523631897 0.08603913605779032
35 0.0376779729227225 0.08348933726232102 0.0834464423735685
36 0.03761333794891834 0.08510455358377163 0.08498644979694221
37 0.038314127544562024 0.0864393017948308 0.084643688571604
38 0.037763327131668724 0.08399782920295888 0.08266493480039548
39 0.037886432334780694 0.08433822914958 0.08732889960461025
40 0.0375187329351902 0.0866268746792636 0.08527701338635216
41 0.03743385870754719 0.08370511923381622 0.08566128038152863
42 0.03738855207959811 0.08375901522788595 0.08390118059100984
43 0.037689480359355605 0.08486736458825304 0.08451138356629806
44 0.037519695162773134 0.08388568758171924 0.08478266825970215
45 0.03777021893362204 0.08386355277864223 0.08206817578477195
46 0.03751958367228508 0.08346645958087545 0.08102008860699739
47 0.03842192489405473 0.08293414397284071 0.08433858526847031
48 0.0380339064002037 0.08341476590709483 0.08321914086236229
49 0.03805359418193499 0.08374550934643188 0.08481020254047611
50 0.03821918515861034 0.08083861895856705 0.08440347138462187
51 0.0382648523102204 0.08395210887364885 0.08402881747748278
52 0.03801068464914958 0.08600841197086141 0.08692126565530331
53 0.037405115390817326 0.08645507193943287 0.08640282327615761
54 0.03789309024314086 0.08572071093194028 0.08411552026113377
55 0.03728510024646918 0.08282563696674844 0.08790215397182899
56 0.037252472579479216 0.0871254517597721 0.08335661595758004
57 0.037636217787861824 0.08356912810593209 0.08452730984250202
58 0.03777668515841166 0.08269046789946709 0.08593444243262086
59 0.0378074942578872 0.0845531627060251 0.08443233960225613
60 0.036977251023054124 0.08489491857905337 0.0847765876428236
61 0.0369719165066878 0.08530286120924543 0.08282135346833663
62 0.038370602995157245 0.08513532428348318 0.08477114706854277
63 0.038054467077056564 0.08603910000083294 0.08261446286983128
64 0.03748778764903545 0.08599761489065404 0.0865995948544786
65 0.037658223862449325 0.08522362285789023 0.08877338426588458
66 0.037691848903894425 0.08154969599018706 0.08534888069652304
67 0.037524906218051914 0.0852316068683533 0.08618598261588736
68 0.0378034547517697 0.08613313643380682 0.0848193749596801
69 0.037218663980563484 0.0843990211711919 0.08347103018549425
70 0.03768697712322076 0.08526630957234413 0.08374454472449762
71 0.037068313717842104 0.08529633866187106 0.08579499689461309
72 0.037558980161945026 0.08683586659583639 0.08464952204612237
73 0.03735142423709233 0.08435372512866841 0.082267486737876
74 0.037338661154111226 0.08493655480127385 0.0839099953351896
75 0.037763154829541845 0.08259210862377857 0.085787515049871
76 0.03764099708199501 0.0838964370257677 0.08185280859470367
77 0.03767279672622681 0.08467173528798083 0.0838146957604191
78 0.03771503032743931 0.08487766715598867 0.08505184665510926
79 0.03722035570939382 0.08478880225819477 0.08388638071998765
80 0.03762415982286135 0.08635313468093568 0.08486357651933839
81 0.03771426806350549 0.08436544346524046 0.08465336612131022
82 0.03793632337450981 0.08543227236480155 0.0850041171040716
83 0.03830866092940172 0.08226056230512072 0.08305333898980406
84 0.03724140384296576 0.08581613725487222 0.08289510582255412
85 0.03729714979728063 0.08303094845502934 0.08339919060280052
86 0.037539707233508426 0.08456051413049089 0.08491920076216324
87 0.03763569592436155 0.08630241861844316 0.08575964384252512
88 0.038163977215687435 0.08512659921766595 0.0866032282385645
89 0.03744948328534762 0.08691975125607024 0.08747754208272017
90 0.03775003385543823 0.08344199659025416 0.08527501861128627
91 0.03769634807606538 0.08583892620307335 0.0843840571049648
92 0.03804120307167371 0.08343255127522539 0.08297138552688345
93 0.037640557621916135 0.08435434301165824 0.08601789365086375
94 0.03803428885837396 0.08209243103703286 0.0871248620597622
95 0.03765742138028145 0.08324588173405921 0.08341638649566264
96 0.03744217152396838 0.08751519618833319 0.08417045457076423
97 0.03791306445002556 0.08536056024914092 0.081979459222359
98 0.037633798584342 0.08728780752008265 0.07920064055655576
99 0.03768899477024873 0.08410756710044881 0.08490320575671105
100 0.03778816725810369 0.08462268181462237 0.0836993288956111
